iteration,reward_mean,length_mean,games,loss
254000,7.38,10.38,8,0.0025102862
254500,5.38,8.38,8,0.034283854
255000,6.0,9.0,8,0.032688078
255500,5.62,8.62,8,0.021648308
256000,8.75,11.75,8,0.022660222
256500,9.25,12.25,8,0.007479879
257000,11.0,14.0,8,0.033513382
257500,9.75,12.75,8,0.013098113
258000,12.62,15.62,8,0.00546127
258500,4.0,7.0,8,0.04591436
259000,5.88,8.88,8,0.0299532
259500,9.62,12.62,8,0.054707672
260000,9.62,12.62,8,0.016057432
260500,9.5,12.5,8,0.008887022
261000,3.88,6.88,8,0.007588381
261500,5.88,8.88,8,0.005610426
262000,9.75,12.75,8,0.007555638
262500,6.62,9.62,8,0.0057012658
263000,7.88,10.88,8,0.004969932
263500,4.12,7.12,8,0.033379853
264000,8.5,11.5,8,0.05441028
264500,16.12,19.12,8,0.010284467
265000,7.88,10.88,8,0.00830955
265500,8.62,11.62,8,0.0838111
266000,8.12,11.12,8,0.009404225
266500,5.38,8.38,8,0.008202756
267000,10.75,13.75,8,0.0026152555
267500,12.12,15.12,8,0.006405407
268000,3.25,6.25,8,0.005452951
268500,10.88,13.88,8,0.030784527
269000,5.75,8.75,8,0.033539377
269500,3.0,6.0,8,0.0038874934
270000,8.62,11.62,8,0.060554754
270500,2.75,5.75,8,0.0063655763
271000,5.62,8.62,8,0.01963741
271500,8.62,11.62,8,0.0068053026
272000,12.88,15.88,8,0.041321617
272500,12.12,15.12,8,0.032090314
273000,10.5,13.5,8,0.05578454
273500,5.5,8.5,8,0.007597052
274000,11.88,14.88,8,0.003698946
274500,5.0,8.0,8,0.016611045
275000,9.38,12.38,8,0.014463352
275500,2.62,5.62,8,0.031164942
276000,13.0,16.0,8,0.017934332
276500,7.5,10.5,8,0.0057574
277000,10.12,13.12,8,0.0058731996
277500,9.38,12.38,8,0.0049284236
278000,8.0,11.0,8,0.0043321913
278500,6.0,9.0,8,0.016489973
279000,18.0,21.0,8,0.009105414
279500,5.75,8.75,8,0.0033897716
280000,4.25,7.25,8,0.0036655422
280500,12.5,15.5,8,0.005215288
281000,11.88,14.88,8,0.016552309
281500,10.0,13.0,8,0.0068133944
282000,2.62,5.62,8,0.025193123
282500,9.25,12.25,8,0.008496682
283000,5.12,8.12,8,0.039814547
283500,6.75,9.75,8,0.01955591
284000,5.88,8.88,8,0.0052915737
284500,10.38,13.38,8,0.011884674
285000,6.5,9.5,8,0.0056954455
285500,9.38,12.38,8,0.017686563
286000,11.25,14.25,8,0.008010958
286500,8.0,11.0,8,0.03370433
287000,8.62,11.62,8,0.0045547737
287500,7.88,10.88,8,0.008943974
288000,1.75,4.75,8,0.0042345524
288500,9.62,12.62,8,0.0056510307
289000,3.38,6.38,8,0.0053239753
289500,9.88,12.88,8,0.0055374983
290000,9.75,12.75,8,0.004371387
290500,5.5,8.5,8,0.031275257
291000,10.25,13.25,8,0.006357155
291500,12.38,15.38,8,0.008269883
292000,12.0,15.0,8,0.006097474
292500,5.5,8.5,8,0.0062739416
293000,11.12,14.12,8,0.034679703
293500,14.5,17.5,8,0.039250582
294000,13.12,16.12,8,0.0036917983
294500,5.5,8.5,8,0.017152477
295000,8.5,11.5,8,0.0075271246
295500,4.38,7.38,8,0.0075921547
296000,11.62,14.62,8,0.020715319
296500,2.38,5.38,8,0.004013134
297000,8.88,11.88,8,0.0067879376
297500,7.88,10.88,8,0.0081959665
298000,9.5,12.5,8,0.024731472
298500,2.5,5.5,8,0.017161354
299000,4.11,7.11,9,0.005966644
299500,14.67,17.67,9,0.0047582192
300000,6.0,9.0,8,0.026882123
300500,6.75,9.75,8,0.0066694273
301000,15.0,18.0,8,0.024462365
301500,4.12,7.12,8,0.008937379
302000,13.0,16.0,8,0.005435952
302500,9.38,12.38,8,0.0037293201
303000,16.0,19.0,8,0.02231785
303500,6.88,9.88,8,0.007093014
304000,5.88,8.88,8,0.004677359
304500,7.12,10.12,8,0.005926576
305000,5.5,8.5,8,0.0047653597
305500,13.88,16.88,8,0.01021345
306000,13.88,16.88,8,0.008546334
306500,7.5,10.5,8,0.04243793
307000,9.12,12.12,8,0.011863092
307500,16.38,19.38,8,0.019842353
308000,10.88,13.88,8,0.006010565
308500,6.88,9.88,8,0.012250358
309000,6.5,9.5,8,0.006045023
309500,11.12,14.12,8,0.004590205
310000,9.62,12.62,8,0.015511355
310500,10.5,13.5,8,0.0034028715
311000,9.12,12.12,8,0.003752769
311500,10.25,13.25,8,0.005424186
312000,8.25,11.25,8,0.004188763
312500,4.62,7.62,8,0.0133270845
313000,16.62,19.62,8,0.004106328
313500,14.0,17.0,8,0.008196341
314000,8.25,11.25,8,0.0061473255
314500,10.5,13.5,8,0.050904892
315000,6.5,9.5,8,0.0046625733
315500,12.0,15.0,8,0.0076369564
316000,4.38,7.38,8,0.022034816
316500,10.75,13.75,8,0.03601607
317000,7.12,10.12,8,0.013995164
317500,6.75,9.75,8,0.006358887
318000,14.38,17.38,8,0.0061913696
318500,7.75,10.75,8,0.03334364
319000,15.62,18.62,8,0.004476302
319500,6.12,9.12,8,0.0042397166
320000,6.12,9.12,8,0.005193929
320500,7.25,10.25,8,0.0044583543
321000,11.38,14.38,8,0.028224995
321500,4.12,7.12,8,0.025439313
322000,6.88,9.88,8,0.004017408
322500,15.38,18.38,8,0.003520881
323000,11.12,14.12,8,0.043367326
323500,6.0,9.0,8,0.011727474
324000,11.75,14.75,8,0.008688621
324500,8.62,11.62,8,0.0058417
325000,7.5,10.5,8,0.003690144
325500,6.88,9.88,8,0.004149389
326000,7.62,10.62,8,0.008527671
326500,15.12,18.12,8,0.0074764844
327000,9.12,12.12,8,0.03137061
327500,5.0,8.0,8,0.0057173376
328000,7.0,10.0,8,0.008023454
328500,5.12,8.12,8,0.005013782
329000,15.88,18.88,8,0.004446201
329500,14.88,17.88,8,0.005533873
330000,7.25,10.25,8,0.0070366743
330500,13.62,16.62,8,0.004870884
331000,11.75,14.75,8,0.007859899
331500,11.0,14.0,8,0.032213982
332000,10.75,13.75,8,0.00324539
332500,5.38,8.38,8,0.09376532
333000,10.38,13.38,8,0.010113584
333500,9.0,12.0,8,0.037628967
334000,13.0,16.0,8,0.0071930927
334500,7.62,10.62,8,0.0056999703
335000,7.38,10.38,8,0.0077291797
335500,8.88,11.88,8,0.04010427
336000,7.12,10.12,8,0.0059480416
336500,10.5,13.5,8,0.008423268
337000,11.5,14.5,8,0.00645996
337500,17.25,20.25,8,0.0046972646
338000,8.5,11.5,8,0.0052602086
338500,10.38,13.38,8,0.013776761
339000,10.5,13.5,8,0.006084486
339500,16.38,19.38,8,0.0061980532
340000,15.25,18.25,8,0.04872745
340500,13.0,16.0,8,0.004422247
341000,2.38,5.38,8,0.003808356
341500,3.62,6.62,8,0.0069667315
342000,7.88,10.88,8,0.012140487
342500,5.12,8.12,8,0.030701537
343000,10.12,13.12,8,0.0054539787
343500,5.12,8.12,8,0.010728599
344000,14.0,17.0,8,0.0072758375
344500,6.62,9.62,8,0.023997588
345000,18.12,21.12,8,0.006582785
345500,2.88,5.88,8,0.045627587
346000,11.38,14.38,8,0.03996204
346500,7.75,10.75,8,0.009924805
347000,6.0,9.0,8,0.004193677
347500,2.62,5.62,8,0.0135204075
348000,0.25,3.25,8,0.054348677
348500,5.88,8.88,8,0.02609858
349000,18.88,21.88,8,0.0058046384
349500,16.38,19.38,8,0.03125164
350000,10.62,13.62,8,0.011139041
350500,6.62,9.62,8,0.0035352684
351000,7.25,10.25,8,0.04513222
351500,10.5,13.5,8,0.016979953
352000,11.12,14.12,8,0.0098522445
352500,2.12,5.12,8,0.04837793
353000,15.38,18.38,8,0.03743975
353500,15.25,18.25,8,0.028586866
354000,4.5,7.5,8,0.060375713
354500,9.88,12.88,8,0.004481723
355000,11.0,14.0,8,0.008723046
355500,10.22,13.22,9,0.006897545
356000,6.75,9.75,8,0.0082555935
356500,8.62,11.62,8,0.02584315
357000,9.88,12.88,8,0.0041918512
357500,2.88,5.88,8,0.042825207
358000,2.38,5.38,8,0.0059466623
358500,12.88,15.88,8,0.0056970366
359000,10.5,13.5,8,0.00422093
359500,10.75,13.75,8,0.004990981
360000,1.75,4.75,8,0.036766887
360500,3.75,6.75,8,0.006039346
361000,4.75,7.75,8,0.0057990616
361500,10.75,13.75,8,0.0050346185
362000,11.75,14.75,8,0.0049503515
362500,11.75,14.75,8,0.016384434
363000,15.38,18.38,8,0.006245163
363500,4.0,7.0,8,0.005262306
364000,14.75,17.75,8,0.008731117
364500,9.62,12.62,8,0.003851861
365000,6.12,9.12,8,0.014818337
365500,4.62,7.62,8,0.045750637
366000,6.62,9.62,8,0.0047728205
366500,15.5,18.5,8,0.0060901083
367000,8.88,11.88,8,0.0052444385
367500,7.12,10.12,8,0.005451904
368000,14.62,17.62,8,0.028602319
368500,7.0,10.0,8,0.004480471
369000,11.12,14.12,8,0.0085825445
369500,1.88,4.88,8,0.008918935
370000,13.38,16.38,8,0.00392526
370500,9.75,12.75,8,0.0066784443
371000,6.12,9.12,8,0.0059211226
371500,2.62,5.62,8,0.0038658343
372000,12.88,15.88,8,0.036050875
372500,2.38,5.38,8,0.0033792271
373000,9.88,12.88,8,0.007406236
373500,8.25,11.25,8,0.02625271
374000,13.38,16.38,8,0.008589139
374500,10.38,13.38,8,0.004974184
375000,3.25,6.25,8,0.009570307
375500,13.5,16.5,8,0.028481955
376000,7.62,10.62,8,0.03503576
376500,7.75,10.75,8,0.021056276
377000,7.12,10.12,8,0.039394964
377500,17.0,20.0,8,0.0054015634
378000,8.0,11.0,8,0.006596677
378500,13.25,16.25,8,0.04333401
379000,10.0,13.0,8,0.009008025
379500,8.75,11.75,8,0.012126441
380000,6.5,9.5,8,0.039713725
380500,11.0,14.0,8,0.006862362
381000,18.0,21.0,8,0.005333647
381500,3.25,6.25,8,0.0051548844
382000,9.62,12.62,8,0.0061468496
382500,15.12,18.12,8,0.026071243
383000,11.25,14.25,8,0.0032423546
383500,10.75,13.75,8,0.028311344
384000,9.88,12.88,8,0.0041767894
384500,11.0,14.0,8,0.03968556
385000,14.88,17.88,8,0.0052198735
385500,14.88,17.88,8,0.023682809
386000,17.62,20.62,8,0.04182908
386500,5.0,8.0,8,0.03186532
387000,2.38,5.38,8,0.006476472
387500,11.62,14.62,8,0.025856188
388000,16.0,19.0,8,0.028630182
388500,10.0,13.0,8,0.008160437
389000,16.62,19.62,8,0.021888778
389500,14.25,17.25,8,0.0041819937
390000,16.5,19.5,8,0.008690088
390500,15.12,18.12,8,0.021960909
391000,17.25,20.25,8,0.0036600768
391500,18.25,21.25,8,0.0053321
392000,6.25,9.25,8,0.030759417
392500,9.62,12.62,8,0.012049231
393000,7.88,10.88,8,0.0057682255
393500,15.88,18.88,8,0.024593404
394000,19.25,22.25,8,0.007912186
394500,7.5,10.5,8,0.004622195
395000,7.0,10.0,8,0.032593466
395500,13.12,16.12,8,0.0049527846
396000,3.62,6.62,8,0.040163998
396500,4.62,7.62,8,0.004803827
397000,6.88,9.88,8,0.022130875
397500,16.0,19.0,8,0.026087167
398000,17.5,20.5,8,0.056250706
398500,13.75,16.75,8,0.007029177
399000,7.62,10.62,8,0.0037884405
399500,5.0,8.0,8,0.006341612
400000,7.12,10.12,8,0.016769074
400500,7.38,10.38,8,0.019323515
401000,6.62,9.62,8,0.005626691
401500,7.62,10.62,8,0.040247615
402000,8.75,11.75,8,0.0049538086
402500,4.88,7.88,8,0.0057889917
403000,11.12,14.12,8,0.005394743
403500,13.75,16.75,8,0.033146426
404000,13.5,16.5,8,0.0072254715
404500,11.5,14.5,8,0.0057610166
405000,10.0,13.0,8,0.0032655247
405500,8.88,11.88,8,0.008050192
406000,4.38,7.38,8,0.011573743
406500,8.12,11.12,8,0.0075810985
407000,16.62,19.62,8,0.040915456
407500,11.38,14.38,8,0.07709939
408000,9.75,12.75,8,0.04743569
408500,13.5,16.5,8,0.003348999
409000,14.75,17.75,8,0.0056716898
409500,12.0,15.0,8,0.0071715997
410000,12.75,15.75,8,0.0077996035
410500,12.62,15.62,8,0.0050125476
411000,10.5,13.5,8,0.0047875186
411500,6.5,9.5,8,0.057995725
412000,11.0,14.0,8,0.0060406816
412500,6.12,9.12,8,0.0042485227
413000,10.25,13.25,8,0.0032014935
413500,14.5,17.5,8,0.009547513
414000,10.67,13.67,9,0.004625261
414500,20.0,23.0,8,0.0075153424
415000,12.62,15.62,8,0.0127231935
415500,7.0,10.0,8,0.0046396093
416000,9.88,12.88,8,0.0056586303
416500,13.38,16.38,8,0.020738037
417000,15.5,18.5,8,0.037269488
417500,13.88,16.88,8,0.004016875
418000,4.62,7.62,8,0.03641534
418500,12.0,15.0,8,0.006209209
419000,10.25,13.25,8,0.0055419724
419500,12.88,15.88,8,0.015741087
420000,10.88,13.88,8,0.020822346
420500,5.67,8.67,9,0.05094773
421000,11.0,14.0,8,0.005749783
421500,10.0,13.0,8,0.009941624
422000,12.5,15.5,8,0.034843046
422500,14.5,17.5,8,0.00427489
423000,12.38,15.38,8,0.006075966
423500,14.62,17.62,8,0.0059079756
424000,16.75,19.75,8,0.017150806
424500,14.38,17.38,8,0.00772692
425000,7.62,10.62,8,0.031477988
425500,4.75,7.75,8,0.021271376
426000,5.62,8.62,8,0.039969537
426500,19.62,22.62,8,0.08095845
427000,9.5,12.5,8,0.005721903
427500,13.62,16.62,8,0.039026663
428000,12.38,15.38,8,0.009448987
428500,18.38,21.38,8,0.005420704
429000,8.25,11.25,8,0.03679886
429500,7.12,10.12,8,0.0355752
430000,9.12,12.12,8,0.0041510905
430500,17.25,20.25,8,0.0036282886
431000,14.38,17.38,8,0.032619968
431500,9.38,12.38,8,0.0061708223
432000,6.0,9.0,8,0.0038940827
432500,7.12,10.12,8,0.012434702
433000,13.0,16.0,8,0.0035490433
433500,10.22,13.22,9,0.0093264785
434000,7.38,10.38,8,0.00437607
434500,8.88,11.88,8,0.017035518
435000,11.38,14.38,8,0.027444592
435500,16.88,19.88,8,0.0068455786
436000,14.75,17.75,8,0.06664339
436500,9.5,12.5,8,0.004262895
437000,5.62,8.62,8,0.005349165
437500,3.5,6.5,8,0.008265473
438000,14.25,17.25,8,0.029042438
438500,5.0,8.0,8,0.009049273
439000,18.0,21.0,8,0.031565316
439500,11.75,14.75,8,0.02210155
440000,17.88,20.88,8,0.0666086
440500,11.25,14.25,8,0.005421052
441000,14.5,17.5,8,0.0076909987
441500,4.5,7.5,8,0.0063528367
442000,13.75,16.75,8,0.00619857
442500,13.88,16.88,8,0.0047627296
443000,15.5,18.5,8,0.010460486
443500,9.44,12.44,9,0.0038964872
444000,6.12,9.12,8,0.03153813
444500,9.62,12.62,8,0.004075687
445000,13.5,16.5,8,0.008214897
445500,11.62,14.62,8,0.0050388486
446000,3.88,6.88,8,0.0071161934
446500,11.88,14.88,8,0.00450535
447000,6.25,9.25,8,0.02236579
447500,12.75,15.75,8,0.02885012
448000,5.12,8.12,8,0.005682558
448500,8.12,11.12,8,0.019409215
449000,10.38,13.38,8,0.040685195
449500,10.12,13.12,8,0.02767275
450000,3.5,6.5,8,0.007547387
450500,18.5,21.5,8,0.020784501
451000,13.25,16.25,8,0.012791166
451500,7.12,10.12,8,0.0073792096
452000,3.0,6.0,8,0.0037209531
452500,17.25,20.25,8,0.0061375652
453000,15.5,18.5,8,0.020510582
453500,3.5,6.5,8,0.03348015
454000,16.75,19.75,8,0.0075062127
454500,12.33,15.33,9,0.068181984
455000,14.12,17.12,8,0.0033321325
455500,2.25,5.25,8,0.0045679756
456000,18.62,21.62,8,0.027027132
456500,18.62,21.62,8,0.0040674796
457000,7.75,10.75,8,0.0036173365
457500,17.88,20.88,8,0.007407465
458000,7.38,10.38,8,0.0048682066
458500,13.0,16.0,8,0.033597652
459000,16.75,19.75,8,0.0043834853
459500,5.88,8.88,8,0.015897872
460000,8.25,11.25,8,0.0048349136
460500,16.0,19.0,8,0.006404476
461000,2.88,5.88,8,0.0061166715
461500,14.12,17.12,8,0.034853462
462000,17.62,20.62,8,0.0406312
462500,16.62,19.62,8,0.0029510106
463000,23.25,26.25,8,0.007816767
463500,15.75,18.75,8,0.023107467
464000,14.75,17.75,8,0.001620957
464500,12.56,15.56,9,0.046216223
465000,15.75,18.75,8,0.0048821773
465500,14.0,17.0,9,0.03284097
466000,15.0,18.0,8,0.0062728156
466500,5.12,8.12,8,0.017551415
467000,11.38,14.38,8,0.009539722
467500,13.12,16.12,8,0.013964489
468000,3.88,6.88,8,0.0033488483
468500,11.38,14.38,8,0.029049005
469000,13.0,16.0,8,0.0069165733
469500,10.62,13.62,8,0.008001952
470000,14.5,17.5,8,0.0026946643
470500,17.75,20.75,8,0.012748062
471000,11.38,14.38,8,0.03963816
471500,11.12,14.12,8,0.02090022
472000,13.5,16.5,8,0.0048450055
472500,8.88,11.88,8,0.003965772
473000,14.75,17.75,8,0.024081752
473500,14.38,17.38,8,0.005368902
474000,14.12,17.12,8,0.004905199
474500,13.75,16.75,8,0.0031943303
475000,13.88,16.88,8,0.016423386
475500,19.5,22.5,8,0.00831719
476000,10.75,13.75,8,0.00446038
476500,17.5,20.5,8,0.01229915
477000,17.38,20.38,8,0.015802996
477500,6.38,9.38,8,0.03715295
478000,6.25,9.25,8,0.005208259
478500,10.5,13.5,8,0.014286125
479000,12.88,15.88,8,0.008791879
479500,11.25,14.25,8,0.005593704
480000,4.88,7.88,8,0.058802523
480500,3.12,6.12,8,0.004718812
481000,3.62,6.62,8,0.0053745755
481500,12.12,15.12,8,0.048375834
482000,11.38,14.38,8,0.06387298
482500,9.75,12.75,8,0.0045938184
483000,9.25,12.25,8,0.011857598
483500,15.38,18.38,8,0.004317655
484000,14.62,17.62,8,0.0046706917
484500,6.38,9.38,8,0.015719559
485000,3.12,6.12,8,0.0071614543
485500,10.12,13.12,8,0.0106566185
486000,14.5,17.5,8,0.06360666
486500,11.25,14.25,8,0.008493528
487000,7.5,10.5,8,0.006735642
487500,15.38,18.38,8,0.008462619
488000,13.12,16.12,8,0.009214927
488500,9.0,12.0,8,0.006173094
489000,10.5,13.5,8,0.040592812
489500,10.62,13.62,8,0.0064752637
490000,14.0,17.0,8,0.0063506495
490500,10.62,13.62,8,0.057055637
491000,7.62,10.62,8,0.005320843
491500,9.75,12.75,8,0.011765426
492000,11.0,14.0,8,0.0049250377
492500,12.38,15.38,8,0.0029093125
493000,10.12,13.12,8,0.0038377205
493500,11.5,14.5,8,0.031110257
494000,8.62,11.62,8,0.041705865
494500,11.12,14.12,8,0.016631117
495000,6.0,9.0,8,0.0043150466
495500,11.62,14.62,8,0.0042168717
496000,14.25,17.25,8,0.026658595
496500,12.25,15.25,8,0.014252003
497000,3.62,6.62,8,0.016931498
497500,8.25,11.25,8,0.003473895
498000,7.38,10.38,8,0.007092694
498500,5.75,8.75,8,0.011941523
499000,13.5,16.5,8,0.0036037893
499500,13.5,16.5,8,0.004005922
500000,15.62,18.62,8,0.033516537
